Rate your Algorithms skill out of 100,Rate your Programming Concepts out of 100,Rate your Computer Networks out of 100,Rate your Electronics Subjects out of 100,Rate your Mathematics out of 100,Rate your Communication skills out of 100,Hours working per day,No. of Participted hackathons, Rating coding skills out of 10,self-learning capability?,certifications,workshops,Interested subjects,Job/Higher Studies?,Type of company want to settle in?,interested in games,Management or Technical,worked in teams ever?,Career
76,70,71,91,90,92,11,0,2,no,distro making,database security,Computer Architecture,job,product development,no,Technical,no,Systems Analyst
79,66,77,79,93,86,6,2,4,no,app development,game development,Software Engineering,higherstudies,Web Services,yes,Technical,yes,Design & UX
67,65,63,77,91,64,12,4,3,yes,information security,database security,hacking,higherstudies,Finance,no,Management,no,Software Engineer
70,81,93,89,85,93,10,4,3,no,r programming,data science,Computer Architecture,job,SAaS services,yes,Technical,yes,Network Security Engineer
70,74,64,66,60,77,11,3,9,no,python,hacking,parallel computing,higherstudies,BPA,no,Technical,no,Solutions Architect
71,63,66,86,79,69,11,5,4,no,r programming,hacking,Software Engineering,higherstudies,SAaS services,yes,Technical,no,Network Security Engineer
72,93,84,84,89,65,4,2,6,yes,python,web technologies,programming,higherstudies,Testing and Maintainance Services,no,Management,yes,Solutions Architect
91,70,70,69,74,65,5,0,3,yes,full stack,cloud computing,hacking,job,Cloud Services,no,Management,no,Systems Analyst
90,91,65,89,94,79,9,6,9,yes,app development,database security,Computer Architecture,job,Web Services,yes,Technical,no,Information Security Analyst
62,77,72,87,78,82,8,2,5,yes,hadoop,hacking,cloud computing,higherstudies,Cloud Services,yes,Technical,no,Database Administrator
69,74,65,90,85,87,12,1,6,no,shell programming,testing,cloud computing,higherstudies,SAaS services,no,Management,yes,Systems Analyst
94,66,82,78,91,88,6,3,7,no,full stack,data science,Management,job,Finance,yes,Technical,yes,Database Administrator
82,91,79,72,93,69,11,5,8,no,information security,cloud computing,Computer Architecture,job,product development,no,Management,yes,Solutions Architect
84,88,87,90,77,94,12,3,5,yes,r programming,testing,cloud computing,higherstudies,Cloud Services,no,Management,no,Software Engineer
90,90,64,73,86,70,10,3,1,yes,app development,game development,data engineering,job,Testing and Maintainance Services,no,Technical,yes,Database Developer
88,82,77,73,92,73,10,5,2,no,r programming,web technologies,hacking,job,Testing and Maintainance Services,no,Technical,no,Database Administrator
91,91,72,81,72,80,8,0,6,no,shell programming,system designing,parallel computing,higherstudies,SAaS services,no,Technical,no,Database Developer
73,82,70,64,73,78,5,6,8,yes,hadoop,hacking,Software Engineering,higherstudies,Service Based,yes,Technical,yes,Database Developer
93,64,88,63,93,70,5,2,8,yes,shell programming,web technologies,Computer Architecture,job,Product based,yes,Technical,no,Database Developer
82,76,84,62,66,69,9,4,1,no,full stack,testing,IOT,job,Product based,yes,Technical,yes,Software Engineer
77,75,68,69,62,86,6,1,8,yes,hadoop,game development,IOT,job,BPA,yes,Technical,no,Network Security Engineer
90,90,79,71,88,67,11,4,5,yes,machine learning,data science,cloud computing,job,Product based,no,Management,yes,Database Developer
93,75,82,79,66,68,7,2,6,yes,app development,system designing,programming,job,Sales and Marketing,yes,Management,yes,Software Engineer
61,86,69,94,71,60,12,6,4,no,full stack,web technologies,programming,higherstudies,Service Based,yes,Technical,yes,Database Developer
78,77,89,87,64,90,11,6,2,no,app development,data science,Software Engineering,job,Cloud Services,yes,Management,no,Network Security Engineer
86,85,68,88,92,68,9,6,1,no,python,game development,hacking,higherstudies,Testing and Maintainance Services,no,Technical,no,Software Engineer
88,83,69,64,86,85,10,1,4,yes,full stack,game development,hacking,higherstudies,SAaS services,no,Management,no,Database Developer
81,84,87,87,86,61,8,6,4,no,full stack,system designing,networks,higherstudies,Sales and Marketing,no,Management,yes,Systems Analyst
60,63,82,91,69,90,8,4,3,no,distro making,testing,programming,higherstudies,Web Services,no,Technical,no,Solutions Architect
71,91,72,76,84,73,10,0,6,yes,python,system designing,data engineering,job,SAaS services,no,Technical,yes,Software Engineer
62,68,84,71,87,68,7,6,3,yes,full stack,data science,IOT,higherstudies,Product based,no,Technical,no,Database Developer
69,67,90,73,73,87,6,3,6,yes,information security,game development,Management,job,Sales and Marketing,yes,Technical,yes,E-Commerce Analyst
79,65,85,73,74,78,4,4,9,no,app development,hacking,hacking,higherstudies,Web Services,no,Management,no,Software Engineer
80,83,69,77,74,84,6,6,6,no,shell programming,testing,Computer Architecture,job,Testing and Maintainance Services,no,Management,yes,Database Administrator
74,70,76,60,90,61,11,6,9,no,full stack,system designing,networks,job,Finance,no,Management,yes,E-Commerce Analyst
66,63,82,86,89,73,10,1,5,yes,hadoop,database security,IOT,higherstudies,product development,no,Management,yes,Software Engineer
73,85,77,61,71,68,12,4,1,yes,information security,data science,Management,job,Testing and Maintainance Services,yes,Technical,no,Design & UX
69,62,76,78,61,70,6,1,5,no,python,data science,parallel computing,job,Finance,yes,Technical,yes,Information Security Analyst
87,78,73,90,71,90,9,2,6,no,distro making,web technologies,Software Engineering,higherstudies,Finance,yes,Technical,no,Systems Analyst
84,72,80,60,81,69,7,4,3,yes,machine learning,cloud computing,IOT,job,Sales and Marketing,yes,Technical,yes,Database Administrator
92,84,80,76,66,81,4,5,6,yes,app development,game development,programming,higherstudies,BPA,yes,Management,yes,Software Engineer
64,63,80,81,73,73,6,1,9,no,information security,testing,networks,job,Web Services,no,Management,yes,Software Engineer
78,62,66,89,62,63,12,2,8,yes,full stack,testing,programming,job,Finance,no,Technical,yes,Systems Analyst
90,72,63,83,85,88,9,5,9,no,hadoop,hacking,IOT,higherstudies,Service Based,no,Management,no,Software Engineer
65,84,87,65,70,85,4,5,4,no,full stack,data science,cloud computing,job,Web Services,no,Technical,no,Database Developer
80,77,91,74,70,67,10,0,6,no,information security,web technologies,hacking,job,BPA,no,Management,no,Network Security Engineer
84,82,80,61,72,67,9,1,2,no,python,cloud computing,Computer Architecture,higherstudies,Testing and Maintainance Services,no,Management,yes,Software Engineer
85,84,83,91,77,92,10,4,7,no,hadoop,cloud computing,programming,higherstudies,BPA,yes,Management,no,Systems Analyst
61,94,89,75,65,90,7,4,9,no,distro making,testing,hacking,job,Testing and Maintainance Services,yes,Management,no,Database Administrator
87,80,77,64,84,63,6,1,4,yes,python,hacking,networks,higherstudies,SAaS services,yes,Technical,no,Database Developer
67,92,93,72,94,93,10,0,9,no,python,data science,hacking,job,Service Based,yes,Technical,yes,Software Engineer
84,93,75,76,75,61,8,3,3,yes,machine learning,hacking,parallel computing,higherstudies,SAaS services,no,Technical,yes,Solutions Architect
64,93,84,61,83,91,10,5,8,no,python,testing,data engineering,higherstudies,Service Based,no,Management,no,Software Engineer
87,60,81,77,67,73,8,2,1,no,python,game development,Management,higherstudies,Web Services,yes,Management,yes,Systems Analyst
67,75,82,65,65,81,12,5,4,yes,full stack,system designing,IOT,higherstudies,product development,no,Technical,no,Network Security Engineer
78,66,84,70,60,93,6,2,4,no,machine learning,system designing,Software Engineering,job,Sales and Marketing,no,Management,no,Software Engineer
93,83,69,64,82,84,4,2,9,no,python,testing,networks,job,Testing and Maintainance Services,yes,Technical,no,Network Security Engineer
65,67,64,70,90,74,7,0,3,yes,information security,data science,data engineering,job,BPA,yes,Technical,no,E-Commerce Analyst
73,90,65,92,72,69,6,3,2,no,full stack,system designing,IOT,higherstudies,Testing and Maintainance Services,yes,Management,yes,Database Developer
86,63,78,94,93,71,5,5,7,no,shell programming,database security,data engineering,job,product development,no,Management,no,Software Engineer
81,92,84,65,78,73,4,6,8,yes,app development,database security,IOT,job,Service Based,yes,Management,no,Software Engineer
68,79,65,86,89,71,6,4,2,no,full stack,cloud computing,data engineering,higherstudies,Web Services,no,Technical,no,Database Developer
63,83,85,93,62,79,4,4,7,yes,information security,game development,parallel computing,higherstudies,Web Services,yes,Technical,no,Information Security Analyst
79,76,67,94,70,83,10,3,3,yes,information security,cloud computing,parallel computing,job,Testing and Maintainance Services,yes,Technical,yes,Database Administrator
84,89,63,81,68,86,4,5,3,no,hadoop,testing,programming,higherstudies,BPA,yes,Management,no,Database Administrator
82,88,83,83,89,65,9,2,7,yes,machine learning,cloud computing,IOT,job,Finance,yes,Technical,yes,Design & UX
73,84,81,63,82,87,4,3,2,no,app development,testing,Management,higherstudies,BPA,no,Technical,yes,Software Engineer
71,88,92,68,78,82,4,2,9,yes,full stack,testing,parallel computing,higherstudies,Sales and Marketing,yes,Management,no,Systems Analyst
75,68,69,83,70,94,9,4,2,yes,hadoop,web technologies,IOT,job,Cloud Services,yes,Management,no,Software Engineer
81,75,63,75,67,90,5,6,7,yes,information security,web technologies,networks,higherstudies,Finance,no,Technical,no,Software Engineer
65,89,86,85,93,85,4,2,4,yes,r programming,game development,cloud computing,higherstudies,Service Based,no,Technical,no,Database Developer
67,84,77,69,60,85,12,5,7,no,hadoop,data science,Software Engineering,job,product development,no,Management,yes,Database Developer
93,69,65,68,81,89,7,5,5,no,machine learning,testing,Computer Architecture,job,Cloud Services,no,Management,yes,Information Security Analyst
69,61,92,77,60,85,4,0,2,no,r programming,web technologies,cloud computing,job,BPA,no,Technical,yes,Software Engineer
61,60,81,89,93,64,6,1,7,no,full stack,database security,Management,job,Sales and Marketing,no,Management,no,Database Administrator
64,68,71,62,68,79,4,6,2,yes,information security,testing,data engineering,job,product development,no,Management,no,Database Developer
89,74,65,60,78,89,7,4,7,yes,shell programming,web technologies,IOT,job,Web Services,yes,Management,yes,Design & UX
71,71,85,77,86,60,6,3,9,no,hadoop,system designing,Computer Architecture,higherstudies,BPA,no,Technical,no,Database Developer
75,87,60,72,93,92,10,4,9,no,information security,database security,Management,higherstudies,Service Based,yes,Management,yes,Database Developer
81,90,62,72,64,92,12,2,7,no,python,system designing,Computer Architecture,higherstudies,Finance,no,Management,no,Systems Analyst
88,88,76,88,77,90,11,2,3,yes,shell programming,data science,networks,job,Product based,no,Technical,no,Database Developer
73,86,89,66,73,81,7,4,4,yes,hadoop,testing,Management,job,Sales and Marketing,yes,Technical,yes,Network Security Engineer
77,79,67,89,90,65,9,4,3,yes,python,testing,parallel computing,job,Sales and Marketing,no,Management,yes,Database Developer
73,71,61,67,63,88,12,2,4,no,hadoop,system designing,data engineering,higherstudies,Sales and Marketing,no,Technical,no,Software Engineer
93,61,72,91,87,65,9,2,9,no,machine learning,database security,networks,higherstudies,SAaS services,yes,Management,no,Database Administrator
60,73,64,87,68,92,8,3,6,no,information security,data science,Computer Architecture,higherstudies,Finance,no,Management,yes,Database Developer
84,79,65,88,74,77,12,6,7,yes,full stack,data science,Management,job,Testing and Maintainance Services,yes,Technical,yes,Software Engineer
63,80,71,86,89,94,8,4,6,yes,information security,web technologies,Software Engineering,job,Testing and Maintainance Services,no,Management,no,Systems Analyst
77,62,68,78,77,89,7,6,8,no,shell programming,system designing,hacking,higherstudies,Finance,yes,Management,yes,Software Engineer
74,85,75,68,60,91,8,4,8,no,python,web technologies,data engineering,job,Web Services,no,Technical,yes,Network Security Engineer
70,67,67,66,87,84,9,2,9,yes,distro making,web technologies,IOT,higherstudies,SAaS services,no,Technical,no,Systems Analyst
70,89,92,73,90,82,6,5,4,no,hadoop,game development,data engineering,job,Finance,no,Technical,no,Database Developer
65,80,71,86,93,87,9,5,4,no,full stack,game development,hacking,higherstudies,Service Based,no,Technical,yes,Software Engineer
69,70,79,84,72,67,5,6,6,no,hadoop,database security,Software Engineering,job,product development,yes,Technical,no,Design & UX
93,83,68,60,62,83,12,5,4,yes,python,system designing,parallel computing,job,Finance,no,Technical,no,E-Commerce Analyst
71,79,82,72,94,74,11,4,9,no,full stack,system designing,IOT,higherstudies,BPA,yes,Management,no,Network Security Engineer
93,90,61,71,90,64,11,6,1,no,information security,database security,networks,job,Finance,no,Management,no,Database Developer
94,60,73,69,67,60,10,2,1,no,shell programming,web technologies,Software Engineering,job,Service Based,no,Technical,no,E-Commerce Analyst
79,75,94,74,93,79,4,4,6,no,hadoop,game development,programming,higherstudies,Finance,no,Management,yes,Design & UX
93,88,63,66,76,87,7,3,4,no,python,web technologies,networks,higherstudies,Finance,yes,Management,yes,Information Security Analyst
66,72,73,69,82,91,5,2,4,yes,distro making,hacking,parallel computing,job,Web Services,yes,Management,yes,Network Security Engineer
83,69,93,60,60,85,9,4,9,no,shell programming,game development,Software Engineering,higherstudies,BPA,yes,Management,no,E-Commerce Analyst
80,90,71,65,68,66,5,4,1,no,python,game development,networks,higherstudies,Service Based,yes,Management,yes,Design & UX
62,72,85,84,62,62,11,0,2,yes,shell programming,data science,networks,job,Web Services,yes,Management,yes,Design & UX
71,76,60,77,93,82,4,5,5,no,hadoop,system designing,data engineering,higherstudies,Sales and Marketing,yes,Management,no,Software Engineer
74,92,78,75,77,70,5,3,7,yes,machine learning,cloud computing,data engineering,job,Sales and Marketing,yes,Technical,yes,Systems Analyst
86,68,81,89,85,68,5,0,3,no,information security,hacking,programming,higherstudies,Cloud Services,no,Technical,no,Solutions Architect
